customer_id,comments
341023,You need to contribute more to our locality. I'll be switching banks soon due to the poor overall experience.
125593,The bank's online banking features are comprehensive....
3075,Stop raising mortgage interest rates!. Customer services - not good!
389230,Thanks for your service.
140961,bank branches are really difficult to find; i expected a higher level of service from this bank and have been let down;
276229,The customer service provided is rude.
116094,Easy to find an ATM. This bank offerts pretty good savings interest rates. On the wohle  I ' m reasonably pleased with iMy bank
21217,Your mortgage rates are higher than other banks. Really not happy with you!.
116401,need moor branchs! . seriously considerin switching to a rival bank
18702,I expect a higher level of service than what was provided. This is not good enough.
162518,On the whole  Im reasonably pleased with my bank
75139,The bank provides an extensive ATM network. In genaral if ' m fairly content with my bank
155732,The mortgade rates are too much of a burden. Bad costomer service. I ' ve been disappointed witj the service provided.
22822,Stop putting up your mortgage rates! !. I'v ' ll be switching banks so due to the poor overall expiriance.
344527,Nothing else
38282,
271224,The fees for my account are not too expensive  on the whole you are doing well.
71394,Bank's customer service is impolite. I'm considering switching banks due to the consistently poor service.
195636,This is unnacceptable! ...
147169,im not sure ill steay wi this bank much longer
301947,The banks locations are not convenient. My experience with this banks service has been so negative that I wouldnt suggest it to anyone.
370672,No comment..
322730,No
183808,
35199,Ok..
362505,The charges for my current account are unreasonably high. I'm seriously considering taking my business elsewhere
368135,Nothing to comment.
94280,
191455,I dislike the bank's online website. Really poor service overall  considering switching bank
365672,Not happy. Would not recommend to a friend...
258365,no comment
139813,Difficult to do business with this bank without enough branches
300096,None...
12965,Overall  things are good but there's room for improvement.
161705,
252451,
56668,You shoul give back to the community
109287,Good over all I guess
232963,
337068,Fees are competitve.
200543,The bank's overall poor service has me contemplating switching
13700,Customer service pretty good!. Im satisfied with my bank....
258354,Mortgage rates just too much
164573,
372770,
112907,Overall  I would say things are good..
374130,Mobile app is ready good. Then protection of customer data is a crucial aspect for the bank.
105684,I like thata my bank is committed ro supporting environmental causes. There ' s room for improvement at this bant. ...
90171,Really not happy with this bank!
213084,Nothing to add...
324319,Good secure mobile app. Okay overall.
190417,
177946,
189854,"""I like the banks """"mobile app. Overall  I am reasonably satisfied."""
158323,the bank's branches are located in convenient places. pretty good overall but could do better
314126,Your ban needs to take more measures to protect customer data. Really not happy with you!
